proposalId,priority,huvCode,huvName,targetRuleType,completeness,procedureCodes,diagnosisCodes,proposedFields,officialSources,officialQuotes,existingRelation,qualityFlags,decision,decisionNotes
engine_proposal_ed22285da372e094d9caad83,B,24.22771,Paratroid venöz örnekleme,sure,partial,24.22771,,{},HUV_06052025.xlsx,"ANJİYOGRAFİK İNCELEMELER - 24.12191: Uygulamanın gereği olarak yapılan kontrastlı tetkik işlemi incelemenin kapsamındadır, ek işlem olarak değerlendirilmez. Uygulamada kullanılan kontrast ilacı ise işlemin kapsamında değildir, ayrıca ücretlendirilir. Aynı seansta birden fazla anjiyografi incelemesi yapılırsa (özel birimle tanımlanmamış ise), birinci inceleme biriminin tamamı, sonraki inceleme birimlerinin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. Günümüzde tüm anjiyografi incelemeleri DSA (digital substraction angiography) tekniği ile yapılmaktadır ve listedeki tanımlar ve birimleri buna göre düzenlenmiştir. Bu nedenle, DSA tekniği ile yapılmayan anjiyografi incelemeleri değerlendirmede dikkate alınmaz. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_e81b3abfa6bafb67e0b507e3,B,24.22886,Diyaliz fistülogram,sure,partial,24.22886,,{},HUV_06052025.xlsx,"ANJİYOGRAFİK İNCELEMELER - 24.12191: Uygulamanın gereği olarak yapılan kontrastlı tetkik işlemi incelemenin kapsamındadır, ek işlem olarak değerlendirilmez. Uygulamada kullanılan kontrast ilacı ise işlemin kapsamında değildir, ayrıca ücretlendirilir. Aynı seansta birden fazla anjiyografi incelemesi yapılırsa (özel birimle tanımlanmamış ise), birinci inceleme biriminin tamamı, sonraki inceleme birimlerinin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. Günümüzde tüm anjiyografi incelemeleri DSA (digital substraction angiography) tekniği ile yapılmaktadır ve listedeki tanımlar ve birimleri buna göre düzenlenmiştir. Bu nedenle, DSA tekniği ile yapılmayan anjiyografi incelemeleri değerlendirmede dikkate alınmaz. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_7c07e94c1b8b869181a15d94,B,24.47151,Alt Abdomen / Pelvik US,birlikteOdenmez,partial,24.47151,,"{""evrakBazliMi"":true,""sourceSutCode"":""803590"",""targetSutCodes"":[""803480""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,803480 ve diğer abdominal Ultrasonografiler ile birlikte faturalandırılmaz.,new,source_crosswalk_not_trusted|unresolved_target_sut_codes:803480,pending,
engine_proposal_da7f33738eb0dfe7b23fdec2,B,24.47151,Alt Abdomen / Pelvik US,sure,partial,24.47151,,{},HUV_06052025.xlsx,"ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_0e5eed765632def3027abf59,B,24.48991,"Kalça eklemi US, iki taraflı (kıyaslamalı)",sure,partial,24.48991,,{},HUV_06052025.xlsx,"ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_1b4c21a4333519253daab75e,B,24.49566,"Otomatik/otomatize meme ultrasonografi (ABUS), tek meme",birlikteOdenmez,complete,24.49566|24.49623|24.55661,,"{""evrakBazliMi"":true,""sourceSutCode"":""803440"",""targetSutCodes"":[""803430"",""803600"",""803700""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,"803430, 803600, 803700 ile birlikte faturalandırılmaz.",new,source_crosswalk_not_trusted|unresolved_target_sut_codes:803600,pending,
engine_proposal_cea052f796efef0c21c0c01f,B,24.49566,"Otomatik/otomatize meme ultrasonografi (ABUS), tek meme",sure,partial,24.49566,,{},HUV_06052025.xlsx,"İşlem, bu amaç için özel geliştirilmiş donanımla yapılan meme ultrasonografisini kapsar ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyo",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_1afd133367f71d7844ffa6d8,B,24.49623,"Otomatik/otomatize meme ultrasonografi (ABUS), iki meme",birlikteOdenmez,complete,24.49623|24.55661,,"{""evrakBazliMi"":true,""sourceSutCode"":""803430"",""targetSutCodes"":[""803440"",""803600"",""803700""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,"803440, 803600, 803700 ile birlikte faturalandırılmaz.",new,"unresolved_target_sut_codes:803440,803600",pending,
engine_proposal_dc6ae97415623c8649473df4,B,24.49623,"Otomatik/otomatize meme ultrasonografi (ABUS), iki meme",sure,partial,24.49623,,{},HUV_06052025.xlsx,"İşlem, bu amaç için özel geliştirilmiş donanımla yapılan meme ultrasonografisini kapsar ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyo",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_82217e9c7d8471018ea913c7,B,24.51291,"Obstetrik US (12 hafta üzeri, çoğul gebelik, her fetus için)",birlikteOdenmez,partial,24.51291,,"{""evrakBazliMi"":true,""sourceSutCode"":""803450"",""targetSutCodes"":[""803710""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,803710 ile birlikte faturalandırılmaz.,new,official_source_locator_or_quote_missing|source_crosswalk_not_trusted|unresolved_target_sut_codes:803710,pending,
engine_proposal_a329b70cb33b1f6acdb6e2d7,B,24.51291,"Obstetrik US (12 hafta üzeri, çoğul gebelik, her fetus için)",sure,partial,24.51291,,{},HUV_06052025.xlsx,"Perinatoloji uzmanları da bu maddeden yararlanabilir.ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_81cb303c41c0439d9ee79d56,B,24.52441,Ekokardiyografi,sure,partial,24.52441,,{},HUV_06052025.xlsx,"ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_52ed4d9a10a8d10ac483b37c,B,24.52671,Endosonografi (endoskopik US),sure,partial,24.52671,,{},HUV_06052025.xlsx,"ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_692910a1fbf2a7a86163fe67,B,24.52901,"Yüzeyel organ ultrasonografisi, bir anatomik bölge için (kas-tendon, spinal vb)",sure,partial,24.52901,,{},HUV_06052025.xlsx,"ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_91887e05cc6e7fbd396c3032,B,24.53361,Portabl US (zorunlu olarak yatan hastada tetkike ek olarak),sure,partial,24.53361,,{},HUV_06052025.xlsx,"ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili bölümde/tanımda aksin",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_33529b4e46a5a16ff8ae5f2e,B,24.53591,US elastografi,sure,partial,24.53591,,{},HUV_06052025.xlsx,"Bu işlem troid, karaciğer ve meme US tetkiklerinde kitlenin sertliği ve konsantrasyonu tayininde US işlemine ek olarak yapılan ayrı bir işlemdir. Uygulanması halinde, biriminin tamamı ile ücretlendirilir. ULTRASONOGRAFİ (USG) İNCELEMELERİ - 24.46231: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla US incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_05dc4ee54f8904b7ce1da9fa,B,24.55661,"Meme RDUS, tek meme",birlikteOdenmez,complete,24.55661|24.49623,,"{""evrakBazliMi"":true,""sourceSutCode"":""803700"",""targetSutCodes"":[""803430"",""803440""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,"803430, 803440 ile birlikte faturalandırılmaz.",new,unresolved_target_sut_codes:803440,pending,
engine_proposal_daa90e19a88eb689e6f23bfe,B,24.55661,"Meme RDUS, tek meme",sure,partial,24.55661,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_27acdd6206ec09a6a238be50,B,24.56121,Çölyak trunkus RDUS,birlikteOdenmez,partial,24.56121,,"{""evrakBazliMi"":true,""sourceSutCode"":""803730"",""targetSutCodes"":[""803560""]}",EK-2B HİZMET BAŞI İŞLEM PUAN LİSTESİ (Yür. 02.09.2023).xlsx,803560 ile birlikte faturalandırılmaz.,new,unresolved_target_sut_codes:803560,pending,
engine_proposal_eb157390ad65847e69b9cad2,B,24.56121,Çölyak trunkus RDUS,sure,partial,24.56121,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_ba04124edf621890844737c7,B,24.56351,Süperior mezenter arter/ven RDUS,sure,partial,24.56351,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_a553b45bcb751f27765a0c03,B,24.56581,Vena kava inferior RDUS,sure,partial,24.56581,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_00ac59e139d773921d876b95,B,24.57386,"Alt ekstremite derin venler RDUS, iki ekstremite",sure,partial,24.57386,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_b303f6de532f6c92673de20a,B,24.57501,"Alt ekstremite yüzeyel+derin+perforan venler tümü RDUS, tek ekstremite",sure,partial,24.57501,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
engine_proposal_5edb5d4078ea705e4eb97866,B,24.57616,"Alt ekstremite yüzeyel+derin+perforan venler tümü RDUS, iki ekstremite",sure,partial,24.57616,,{},HUV_06052025.xlsx,"RENKLi DOPPLER ULTRASONOGRAFİ (RDUS) İNCELEMELERi - 24.53821: Gerektiğinde, aynı seansta aynı organ/bölge için hem gri-skala US, hem RDUS incelemesi yapılırsa, gri-skala US biriminin tamamı, RDUS biriminin % 50 si dikkate alınarak ücret hesaplanır. Böyle uygulandığında, her iki inceleme için ayrı rapor yazılır. Aynı seansta birden fazla RDUS incelemesi yapılırsa, (özel birimle tanımlı değilse) birimi en büyük olan incelemenin tamamı, sonraki her bir inceleme biriminin 2/3&rsquo;ü dikkate alınarak toplam inceleme birimi bulunur. RADYOLOJİ - 24.00001: Radyolojik incelemelerde kullanılan kontrast ilaç ve tıbbi sarf malzeme ücretleri (aksi belirtilmemiş ise) işleme dahil değildir, ayrıca ücretlendirilir. Radyolojik incelemenin değerlendirilmesi, yorumlanması ve raporlandırılması Radyoloji Uzmanı tarafından (mutlaka) yapılmalıdır. Radyoloji uzmanı raporuna adını, diploma ve uzmanlık numarasını yazarak imzalamalıdır. Radyolojik girişimlerde, Genel İlkelerin 00.57882 kodlu maddesi (ilgili böl",new,explicit_frequency_fields_not_parsed,pending,
