"request_id","rank","code","code_type","lookup_status","clinical_theme","review_rows","top3_diagnosis_share","review_reduction_potential","source_risk_level","source_recommended_action","medgemma_status","clinical_plausibility","diagnosis_cohort_safety","mapping_assessment","confidence","eligible_for_human_expert_fast_track","recommended_triage","merged_triage_category","supported_prefixes","prefixes_to_keep_review","missing_evidence","risk_notes","reasoning_summary","human_admin_approval_present","apply_ready","auto_apply"
"rr_medgemma_0004_701230","24","701230","sut_6_digit","present_in_rules_by_sut_code","non_specific_symptom_dominant","197","0.50242326","medium","medium_high","manual_review_policy_observation","completed","plausible","conditional_only","not_needed","0.85","True","send_to_expert_priority_1","fast_track_to_human_expert_review","R05;R06;J30;E55;R53;J01;R07;J45;J18","R05;R06;J30;E55;R53","Specific context for R05 (e.g., fever, chills, malaise);Specific context for R06.0 (e.g., chest pain, shortness of breath);Specific context for J30.2 (e.g., acute bronchitis);Specific context for E55.9 (e.g., hypothyroidism);Specific context for R53 (e.g., dizziness, vertigo);Specific context for J01.9 (e.g., common cold);Specific context for R07.4 (e.g., toothache);Specific context for J45.9 (e.g., asthma);Specific context for R07.3 (e.g., headache);Specific context for J18.9 (e.g., pneumonia)","Non-specific symptoms can mask serious underlying conditions.;Reliance on symptom codes alone may lead to missed diagnoses.;The broad nature of the top diagnoses requires careful clinical interpretation.","The top diagnoses are plausible given the symptom-dominant theme (R codes, J codes, E codes). The diagnoses are relatively common and could represent a range of conditions. The confidence is high due to the aggregate data. However, the non-specific nature of the symptoms (e.g., R05 - fever, R06.0 - cough, J30.2 - acute bronchitis) warrants caution. While the diagnoses themselves are plausible, the lack of specific context makes it difficult to definitively rule out other conditions. Therefore, while review reduction might be considered, expert review is recommended to ensure clinical safety, especially given the potential for serious underlying causes presenting with non-specific symptoms. The prefixes to keep review are those representing the most frequent symptom codes, as these are the primary drivers of the current diagnosis distribution. The diagnoses are generally plausible, but the lack of specificity requires expert oversight.","False","False","False"
"rr_medgemma_0005_906610","25","906610","sut_6_digit","present_in_rules_by_sut_code","obstetric_pregnancy","195","0.67811159","medium","medium","manual_review_policy_observation","completed","plausible","narrow_candidate","not_needed","0.85","True","send_to_expert_priority_1","fast_track_to_human_expert_review","R53;Z33;E55;D50;E56;Z34;N39.0;J30.2;D76.0","R53;Z33;E55;D50;E56","Detailed clinical context for specific diagnoses (e.g., R53, Z33, E55, D50, E56).;Severity and duration of symptoms or conditions.;Patient demographics (age, parity, etc.) to refine diagnosis relevance.;Specific clinical guidelines or protocols supporting the use of this code in this context.","The top diagnoses (R53, Z33, E55, D50, E56) are broad and require clinical context for accurate interpretation. Misinterpretation could lead to inappropriate care.;The specificity level is medium, indicating potential ambiguity in the code's application.;Reliance on aggregate data without case-level context carries inherent risks.","The candidate code (906610) maps to a set of diagnoses (R53, Z33, E55, D50, E56, Z34, N39.0, J30.2, D76.0) primarily related to symptoms, pregnancy-related factors, and general health conditions. The top diagnoses (R53, Z33, E55, D50, E56) represent a clinically plausible cohort for obstetric pregnancy, with R53 (Fetal heart rate or amniotic fluid abnormality) being the most frequent. The diagnoses are relatively narrow and specific within the context of pregnancy, suggesting a focused cohort. The high confidence (0.85) and clinical plausibility support fast-tracking for human expert review. However, the broad nature of some codes (e.g., R53, E55) necessitates expert validation to ensure appropriate clinical application. The mapping assessment indicates no immediate mapping issues. The review reduction potential is medium, suggesting potential for future automation but requires current expert oversight.","False","False","False"
"rr_medgemma_0006_13_72026","26","13.72026","huv_or_local_dotted","missing_from_runtime_lookup","obstetric_pregnancy","181","0.58984375","medium","medium_high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.85","False","mapping_backlog_first","mapping_backlog_before_policy","Z33;Z34;O20;O21;O26;R10;D50;E55","Z33;E55;O26;Z34;O20","Canonical mapping for local/HUV code 13.72026 is missing.;Policy context for the mapped code is unknown.","The diagnosis distribution is concentrated in 'Z Factors/status' and 'O Pregnancy/childbirth', which is plausible for obstetric codes, but the specific code 13.72026 requires mapping to understand its precise clinical context and policy implications.;Without a canonical mapping, it's impossible to determine the intended clinical meaning and associated policy rules.;The high concentration in Z33 (Pregnancy of unspecified duration) and related codes suggests a potential focus on pregnancy-related conditions, but the specific code's meaning is unclear.","The diagnosis distribution appears clinically plausible within the context of obstetric pregnancy (chapters Z and O), with significant representation in Z33 and related codes. However, the code 13.72026 is a local/HUV code, and its runtime lookup is missing. Therefore, the primary next step is to establish the canonical mapping for this code to understand its clinical meaning and associated policy. Review reduction is not recommended before this mapping is resolved.","False","False","False"
"rr_medgemma_0007_907222","27","907222","sut_6_digit","present_in_rules_by_sut_code","non_specific_symptom_dominant","180","0.66513761","medium","medium_high","manual_review_policy_observation","completed","plausible","conditional_only","not_needed","0.85","True","send_to_expert_priority_1","fast_track_to_human_expert_review","Z00;R05;J06;R50;J18","Z00;R05;J06;R50;J18","Specific context for R05 (e.g., fever, rash);Specific context for J06.9 (e.g., acute vs chronic, specific symptoms);Specific context for J18 (e.g., type of inflammation);Specific context for R50.9 (e.g., location, nature of pain);Specific context for Z00.0 (e.g., reason for encounter)","Non-specific symptoms can mask serious underlying conditions.;Reliance on symptom codes without specific context may lead to missed diagnoses.;The high prevalence of Z00.0 might indicate administrative reasons for encounter rather than specific clinical need, potentially masking other issues.;The combination of symptoms (R codes) needs careful evaluation to rule out specific diseases.","The top diagnoses are plausible but non-specific (Z codes, R codes). While the aggregate distribution is clear (Z00.0 is dominant), the lack of specificity requires careful clinical judgment. The prefixes identified (Z00, R05, J06, R50, J18) represent common symptom-related codes. Given the high confidence and plausible nature, but the need for clinical context due to non-specificity, fast-tracking for human expert review is recommended to ensure appropriate diagnosis and management, especially to rule out more serious conditions masked by non-specific symptoms. The diagnosis cohort is considered 'conditional_only' because the codes themselves are plausible but require clinical context for safety.","False","False","False"
"rr_medgemma_0008_16_81841","28","16.81841","huv_or_local_dotted","missing_from_runtime_lookup","eye_ear","173","0.67322835","medium","medium_high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.85","False","mapping_backlog_first","mapping_backlog_before_policy","T16;H61;J06;H60;H65","T16;H61;J06;H60;H65","Runtime lookup failed; canonical mapping is unknown.","The top diagnoses are plausible but require mapping to a standard code system for policy application.;The diagnosis distribution is concentrated but mapping is essential before policy refinement.","The diagnosis distribution is clinically plausible, primarily focusing on ear and hearing conditions (H61, H60, H65) and external ear conditions (T16), with some overlap into respiratory (J06) and other areas. The top diagnoses (T16, H61.2, J06.9, H60, H65.2, J30.3, H60.8, J30.2, H65.0, H91.1) are related to ear/hearing issues, external ear, and some respiratory symptoms. However, the provided code (16.81841) is a local/HUV code, and its mapping to a standard diagnostic system (like ICD-10) is missing from the runtime lookup. Therefore, the immediate next step is to establish the canonical mapping before proceeding with policy refinement or review reduction. The concentration of diagnoses suggests a potential narrow cohort, but this depends on the precise mapping.","False","False","False"
"rr_medgemma_0009_908230","29","908230","sut_6_digit","present_in_rules_by_sut_code","obstetric_pregnancy","166","0.51498638","medium","medium","manual_review_policy_observation","completed","plausible","keep_manual_review","not_needed","0.85","False","keep_manual_review_observation","keep_manual_review_observation","N76;R10;N92;E55;N64","N76;R10;N92;E55;N64","Detailed clinical context for each diagnosis.;Specific patient demographics (age, parity, etc.) to refine plausibility.;Evidence linking specific diagnoses to the SUT code 908230.","The diagnosis cohort is broad, including conditions related to pregnancy, genitourinary issues, symptoms, endocrine/metabolic disorders, and neoplasms. This breadth requires careful monitoring.;The top diagnoses (N76.0, R10.2, N92.6, E55.9, N64.5) represent diverse conditions. The clinical plausibility depends heavily on the specific patient context, which is not available at the aggregate level.;The presence of 'N76' (pregnancy-related) alongside other conditions (R10, N92, E55, N64) necessitates caution. The relationship between these conditions and the SUT code needs further investigation.;The diagnosis chapters show a wide range (Genitourinary, Symptoms, Endocrine, Infectious, Neoplasms, Blood/immune, Musculoskeletal, Pregnancy). This heterogeneity increases the risk of misclassification or inappropriate application.","The aggregate diagnosis distribution includes several plausible conditions related to pregnancy (N76.0, N93.9, O) and other health issues (R10.2, N92.6, E55.9, N64.5). The top diagnoses are reasonably common. However, the cohort is broad, spanning multiple body systems and pregnancy-related conditions. The clinical plausibility is maintained but requires careful observation due to the heterogeneity and lack of specific patient context. The SUT code is present in rules, and the runtime context suggests a manual review is needed. Given the medium risk and the need for observation, keeping the manual review is recommended. The prefixes are supported by the aggregate data, but the broad nature warrants continued monitoring. No immediate mapping issues are apparent, but the diversity of prefixes suggests potential future mapping challenges if the code were to be applied more broadly.","False","False","False"
"rr_medgemma_0010_906510","30","906510","sut_6_digit","present_in_rules_by_sut_code","obstetric_pregnancy","159","0.78409091","medium","medium","manual_review_policy_observation","completed","plausible","narrow_candidate","not_needed","0.85","True","send_to_expert_priority_1","fast_track_to_human_expert_review","R68;Z00;R53;Z01;B15;E55;G35;E78;B18;Z34","R68;Z00;R53;Z01;B15","Specificity of R68 (e.g., which symptom/finding);Context for Z00.0 (e.g., specific encounter);Details for R53 (e.g., specific type of pain);Details for Z01 (e.g., specific type of encounter);Details for B15 (e.g., specific type of infection)","The top diagnoses are broad (symptoms, findings, factors/status).;Lack of specificity could lead to misinterpretation or inappropriate care if used without context.;The combination of codes might indicate a specific condition, but the aggregate data doesn't reveal it.","The aggregate diagnosis distribution (R68, Z00.0, R53, Z01, B15) is clinically plausible for obstetric pregnancy, representing common symptoms, findings, and factors. The top diagnoses are narrow and represent a significant portion of the cases. The clinical theme is well-defined. The confidence is high. The diagnosis cohort appears narrow. Mapping is not required as the code is present in the rules. Therefore, this candidate is eligible for human expert fast-track review.","False","False","False"
"rr_medgemma_0011_16_22311","31","16.22311","huv_or_local_dotted","missing_from_runtime_lookup","eye_ear","158","0.74553571","medium","medium_high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.75","False","mapping_backlog_first","mapping_backlog_before_policy","R04;J30;H61;J34","R04;J30;H61;J34","Runtime lookup failed. Cannot assess policy context without mapping.","The diagnosis distribution is plausible but relies on a local/HUV code. Policy cannot be determined without mapping to a canonical code.;The top diagnoses are R04 (Symptoms/findings), J30 (Respiratory), H61 (Eye/ear), and J34 (Respiratory). The distribution is concentrated but requires mapping for definitive policy assessment.","The diagnosis distribution appears clinically coherent, primarily focusing on symptoms/findings (R04), respiratory issues (J30, J34), and eye/ear conditions (H61). However, the code 16.22311 is a local/HUV code, and the runtime lookup failed. Therefore, mapping this code to a standard canonical code is the necessary first step before any policy refinement or review reduction can be considered. The current state requires mapping before proceeding.","False","False","False"
"rr_medgemma_0012_20_02727","32","20.02727","huv_or_local_dotted","missing_from_runtime_lookup","musculoskeletal","131","0.70860927","medium","medium_high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","narrow_candidate","mapping_required_first","0.85","False","mapping_backlog_first","mapping_backlog_before_policy","S53;M25","S53;M25","Runtime lookup failed; canonical mapping is unknown.","The diagnosis distribution is concentrated in musculoskeletal injury codes (S53, S52, S50, S40, S63) and M25 (pain in joint). This is clinically plausible for a musculoskeletal theme. However, the specific code 20.02727 is missing from the runtime lookup, preventing direct policy application. Mapping this HUV/local code to a canonical representation is the necessary first step before any review reduction can be considered. Without mapping, the clinical coherence cannot be fully validated against existing policies.","The diagnosis distribution (S53.0, S53, S53.1, M25.5, S53.4, S52.1, S52.5, S50.1, S40.0, S63.6) is clinically coherent and falls under the musculoskeletal theme. The top diagnoses (S53 codes, M25.5) are plausible. However, the runtime lookup for code 20.02727 failed. Therefore, mapping this code to a standard representation is required before proceeding with policy refinement or review reduction. The recommended action is to prioritize mapping this code.","False","False","False"
"rr_medgemma_0013_20_03009","33","20.03009","huv_or_local_dotted","missing_from_runtime_lookup","musculoskeletal","123","0.54421769","medium","medium_high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","conditional_only","mapping_required_first","0.85","False","mapping_backlog_first","mapping_backlog_before_policy","S62;S63;M25;S93","S62;S63;S93;M25","Runtime lookup failed; canonical mapping is unknown.","The diagnosis distribution is concentrated in musculoskeletal and injury codes, which is plausible for this code type. However, without a confirmed mapping, policy application is premature. The top diagnoses (S62.6, S62.3, S63.6) relate to specific muscle, tendon, and ligament injuries, while others (S93.5, M25.5, S50.0, S92.3, S52.5, S93) cover broader conditions or external causes. The specificity level is low, and the top diagnoses share 54.4% of the total, indicating some concentration but also diversity. The risk is medium-high due to the potential impact of musculoskeletal conditions and the uncertainty around the code's intended meaning without mapping.","The diagnosis distribution appears clinically plausible, focusing on musculoskeletal and injury-related codes (S-T, M). The top diagnoses (S62.6, S62.3, S63.6) are specific injuries, while others cover broader categories or external causes. The concentration is moderate (top 3 = 54.4%). However, the runtime lookup failed, meaning the code's canonical mapping is unknown. Therefore, direct policy refinement or review reduction is not recommended. The priority should be establishing the correct mapping before proceeding. The risk is medium-high due to the potential impact and the uncertainty. Human expert review is not fast-tracked because the mapping is missing.","False","False","False"
"rr_medgemma_0014_13_02681","34","13.02681","huv_or_local_dotted","missing_from_runtime_lookup","non_specific_symptom_dominant","105","0.53968254","medium","medium_high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","conditional_only","mapping_required_first","0.85","False","mapping_backlog_first","mapping_backlog_before_policy","N97;N92;N84;N97.9;N97.0;N97.8;N92.6;N92.5;E28.2;R68","N97;N92;N84","Canonical mapping for local/HUV code 13.02681 is missing.;Policy context for the mapped diagnosis is unknown.","The diagnosis distribution is dominated by genitourinary symptoms (N codes), which is plausible but requires careful mapping.;The specificity level is low, indicating a broad range of potential conditions.;Without a canonical mapping, the clinical interpretation and policy application are uncertain.","The diagnosis distribution is clinically plausible, primarily focusing on genitourinary symptoms (N codes). However, the code 13.02681 is missing from the runtime lookup, meaning its canonical mapping is unknown. Therefore, review reduction is not recommended before establishing the correct mapping and associated policy. The top diagnoses are N97 (Genital and urinary system disorders), N97.9 (Unspecified genital and urinary system disorder), N92.6 (Pain in urethra), N92.5 (Pain in bladder), N84.1 (Painful menstruation), N76.0 (Pelvic inflammatory disease), N97.0 (Painful urination), E28.2 (Hypothyroidism), R68 (Other specified symptoms and signs involving the circulatory and respiratory systems). The concentration on N codes suggests a potential focus on genitourinary issues, but the lack of a mapping prevents definitive conclusions. Mapping is required before any policy refinement or review reduction can be considered.","False","False","False"
"rr_medgemma_0015_34_36694","35","34.36694","huv_or_local_dotted","missing_from_runtime_lookup","non_specific_symptom_dominant","77154","0.16751104","low","high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.75","False","mapping_backlog_first","mapping_backlog_before_policy","E55;R53;D51;D50","E55;R53;D51;D50","Runtime lookup failed. Cannot assess policy context without mapping.;No specific policy context available for this code.","High risk due to missing runtime lookup and lack of policy context.;The diagnosis distribution is broad, including symptoms (R codes) and non-specific findings, which could indicate various underlying conditions. Mapping is crucial to determine the specific clinical context and associated risks.","The diagnosis distribution includes several ICD-10 codes, primarily related to endocrine/metabolic (E), blood/immune (D50-D89), and symptom/finding (R) categories. The top diagnoses (E55.9, R53, D51, D50.9, E55, D51.9, D50, E03.9, E03, R10.4) are somewhat non-specific or cover broad ranges (e.g., E55.9, D51.9). The lookup status is 'missing_from_runtime_lookup', meaning the code is not found in the current runtime system. This prevents assessment of existing policies or rules associated with this code. Therefore, mapping this local/HUV code to a canonical catalog or rule layer is the necessary first step before any policy refinement or review reduction can be considered. The recommended action is to prioritize mapping this code.","False","False","False"
"rr_medgemma_0016_34_94376","36","34.94376","huv_or_local_dotted","missing_from_runtime_lookup","non_specific_symptom_dominant","76949","0.1470528","low","high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.75","False","mapping_backlog_first","mapping_backlog_before_policy","E55;R53;I10;D51","E55;R53;I10;D51","Runtime lookup failed; canonical mapping is unknown.","The diagnosis distribution is plausible but relies on a non-standard code. Policy refinement cannot proceed without mapping this code to a canonical representation.;High risk due to the need for mapping before policy application.","The diagnosis distribution associated with code 34.94376 appears clinically plausible, primarily clustering around endocrine/metabolic (E), symptom/finding (R), blood/immune (D50-D89), respiratory (J), circulatory (I), musculoskeletal (M), digestive (K), and genitourinary (N) conditions. However, the code is identified as 'huv_or_local_dotted' and is missing from the runtime lookup. Therefore, mapping this code to a standard, canonical representation is a prerequisite before any policy refinement or review reduction can be considered. Proceeding without mapping introduces significant risk.","False","False","False"
"rr_medgemma_0017_34_27332","37","34.27332","huv_or_local_dotted","missing_from_runtime_lookup","non_specific_symptom_dominant","75792","0.16708209","low","high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.75","False","mapping_backlog_first","mapping_backlog_before_policy","E55;D50;R53;D51","E55;D50;R53;D51","Canonical mapping for local/HUV code 34.27332 is missing.","The diagnosis distribution is plausible but relies on a non-standard code. Policy refinement cannot be safely performed without mapping to a canonical code.;High risk due to the need for mapping before policy application.","The diagnosis distribution associated with the provided code (34.27332) appears clinically plausible, with top diagnoses including endocrine/metabolic disorders (E55.9, E55, E03), blood/immune disorders (D50.9, D50, D51, D51.9, D64.9), and symptoms/findings (R53, R10.4). However, the code itself is identified as 'huv_or_local_dotted' and is missing from the runtime lookup. Therefore, a canonical mapping to a standard code (e.g., ICD-10) is required before any policy refinement or review reduction can be considered. The recommended action is to prioritize mapping this code.","False","False","False"
"rr_medgemma_0018_530080","38","530080","sut_6_digit","present_in_rules_by_sut_code","genitourinary","10975","0.31793276","low","medium_high","manual_review_policy_observation","completed","plausible","keep_manual_review","not_needed","0.85","False","keep_manual_review_observation","keep_manual_review_observation","J06;R50;R11;R10;J02;J20;R05;A09;J03","J06;R50;R11;R10","Specificity of genitourinary symptoms (N) is low; top diagnoses are broad (e.g., R50.9, R11).;Overlap between respiratory (J) and genitourinary (N) chapters suggests potential for misclassification or broader symptom presentation.;Need confirmation that the SUT code accurately reflects the intended genitourinary focus, given the prevalence of respiratory codes.","The top diagnoses are primarily symptoms/findings (R codes) and respiratory (J codes), with only a moderate share related to genitourinary (N chapter).;The broad nature of the top diagnoses (e.g., R50.9 - Unspecified symptoms and signs involving the urinary system) makes it difficult to assess the specificity of the SUT code for genitourinary conditions without further context.;The presence of significant respiratory codes (J) in the top diagnoses raises questions about the intended clinical theme and potential for off-target application.","The aggregate diagnosis distribution shows a mix of respiratory (J), symptom/finding (R), and genitourinary (N) codes. While plausible, the top diagnoses are broad (e.g., R50.9, R11) and the prevalence of respiratory codes is notable given the 'genitourinary' clinical theme. The SUT code is present in the rules, and the diagnosis distribution is plausible but lacks specificity for the intended genitourinary focus. Given the lack of specificity and the presence of other code chapters, keeping the manual review observation is recommended to monitor the application and ensure clinical appropriateness. The top prefixes identified (J06, R50, R11, R10) are kept for review.","False","False","False"
"rr_medgemma_0019_34_20386","39","34.20386","huv_or_local_dotted","missing_from_runtime_lookup","genitourinary","9700","0.34560229","low","high","resolve_local_huv_mapping_then_policy_refinement","completed","plausible","mapping_required_first","mapping_required_first","0.75","False","mapping_backlog_first","mapping_backlog_before_policy","A09;R11;K52;R10;J06","A09;R11;K52;R10;J06","Runtime lookup failed. Cannot assess policy context without mapping.;No direct policy rules found for this specific code.","High risk due to missing runtime lookup and potential policy drift if applied without mapping.;The diagnosis distribution is broad (low specificity) and includes symptoms/findings (R codes) and infectious diseases (A codes), which might not be specific enough for review reduction without a clear canonical mapping.;The top diagnoses are diverse, spanning multiple body systems and etiologies. This requires careful consideration during mapping.","The diagnosis distribution associated with code 34.20386 appears clinically plausible, covering various conditions. However, the runtime lookup is missing, preventing a direct policy assessment. The top diagnoses are diverse, including symptoms and infectious diseases. Given the missing runtime context and the need for a clear canonical mapping to assess policy implications accurately, the recommended action is to prioritize mapping this local/HUV code before considering any review reduction. The diagnosis cohort is broad, suggesting mapping is essential before proceeding.","False","False","False"
"rr_medgemma_0020_510120","40","510120","sut_6_digit","present_in_rules_by_sut_code","genitourinary","6620","0.25047932","low","medium_high","manual_review_policy_observation","completed","plausible","keep_manual_review","not_needed","0.85","False","keep_manual_review_observation","keep_manual_review_observation","R11;R50.9;J06.9;J02;R05;J20;R10.4;J39.9;J30.2;A09","R11;R50;J06;J02;R05","Specificity of genitourinary symptoms (N) is low; top diagnoses are broad (e.g., R50.9, J06.9).;Overlap between respiratory (J) and symptom/finding (R) codes suggests potential for non-specific coding or underlying respiratory issues presenting with non-specific symptoms.;Need to understand the clinical context to differentiate between specific genitourinary conditions and non-specific symptoms or conditions from other systems.","The top diagnoses are broad symptom/finding codes (R) and respiratory codes (J), which may not accurately reflect specific genitourinary pathology. Relying solely on these codes could lead to misdiagnosis or inappropriate treatment.;The low specificity of the top diagnoses makes it difficult to assess the true prevalence of genitourinary conditions within this cohort without more detailed clinical information.;Potential for coding drift or ambiguity exists given the broad nature of the top diagnoses.","The candidate code (510120) maps to a clinical theme of 'genitourinary'. The top diagnoses associated with this code are primarily broad symptom/finding codes (R codes) and respiratory codes (J codes), such as R11 (Unspecified abdominal pain), R50.9 (Fever, unspecified), J06.9 (Acute upper respiratory infection, unspecified), J02 (Acute pharyngitis), R05 (Cough), J20 (Acute bronchitis), R10.4 (Pain in throat), J39.9 (Unspecified disease of respiratory system), J30.2 (Acute sinusitis). While some of these symptoms *can* be related to genitourinary issues (e.g., pain, fever), they are non-specific and frequently associated with other systems. The diagnosis distribution is broad and lacks specificity for the genitourinary system. The clinical plausibility is considered plausible given the potential overlap, but the lack of specificity and the dominance of non-genitourinary symptoms/findings warrant caution. The diagnosis cohort safety is assessed as 'keep_manual_review' due to the broad nature of the top diagnoses and the need for clinical context to confirm genitourinary involvement. Mapping assessment is 'not_needed' as the code is present in rules by SUT code. The confidence is high (0.85) based on the aggregate data, but the lack of specificity necessitates continued manual review observation.","False","False","False"
"rr_medgemma_0021_530160","41","530160","sut_6_digit","present_in_rules_by_sut_code","genitourinary","5304","0.2390932","low","medium_high","manual_review_policy_observation","completed","plausible","keep_manual_review","not_needed","0.85","False","keep_manual_review_observation","keep_manual_review_observation","J06;J39;R11;R05;R50;J00;J02;J20;E55;R10","J06;R11;J39;R05;R50","Specificity of genitourinary symptoms (N39.0) is low; consider more specific codes.;Need more specific diagnosis codes to rule out serious conditions.","The top diagnoses are broad symptom codes (R codes) and non-specific respiratory conditions (J codes).;The prevalence of R codes might indicate a need for more specific diagnosis.;The combination of respiratory and genitourinary symptoms needs careful evaluation.;The clinical theme is genitourinary, but the top diagnoses are not primarily genitourinary; this might be a data issue or reflect a broader symptom presentation.","The candidate code (530160) maps to a clinical theme of 'genitourinary'. The top diagnoses associated with this code are primarily broad symptom codes (R codes) and non-specific respiratory conditions (J codes). While the top diagnoses are plausible, they lack specificity, particularly for the stated genitourinary theme. The diagnosis cohort is broad, including respiratory symptoms, general symptoms, and some specific conditions like J06.9 (Acute upper respiratory infection, unspecified), R11 (Unspecified symptoms and signs involving the circulatory and respiratory systems), J39.9 (Unspecified disease of respiratory system), R05 (Cough), R50.9 (Unspecified fever), R10.4 (Headache), J20 (Acute bronchitis), J00 (Acute nasopharyngitis), J02 (Acute pharyngitis), E55.9 (Unspecified nutritional deficiency), and J06.9 (Acute upper respiratory infection, unspecified). The lack of specific genitourinary diagnoses in the top results raises concerns about the clinical focus. Given the broad nature of the top diagnoses and the lack of specificity, keeping the manual review is recommended for observation and potential policy refinement. The mapping assessment is 'not_needed' as the current mapping seems appropriate, but the clinical focus needs consideration. The confidence is high due to the clear association with the provided diagnoses, but the clinical utility for a specific genitourinary theme is questionable based on the top diagnoses.","False","False","False"
"rr_medgemma_0022_801720","42","801720","sut_6_digit","present_in_rules_by_sut_code","non_specific_symptom_dominant","4169","0.22147056","low","medium_high","manual_review_policy_observation","completed","plausible","conditional_only","not_needed","0.85","True","send_to_expert_priority_1","fast_track_to_human_expert_review","J;R;E;K;M;D50-D89;I;N","R05;J06;R50;J20;J30","Specific context for symptom dominance (e.g., acute vs. chronic, specific patient population).;Detailed prevalence data for the top diagnoses in the context of non-specific symptoms.;Information on potential comorbidities or differential diagnoses not captured in the top diagnoses.","The 'non_specific_symptom_dominant' theme is broad. While the top diagnoses are plausible, the lack of specificity could lead to misdiagnosis or delayed diagnosis of underlying conditions.;Reliance on symptom codes (R codes) can be problematic due to their non-specificity. Review reduction should be approached cautiously.;The high prevalence of respiratory symptoms (J codes) might be influenced by seasonal factors or environmental conditions, which are not accounted for.;The top diagnoses represent a mix of acute and chronic conditions. The clinical context is crucial for differentiation.","The clinical theme 'non_specific_symptom_dominant' (code 801720) is associated with several plausible diagnoses, including respiratory symptoms (J codes), symptom codes (R codes), and other conditions like E55.9, R50.9, J20, J30.2, J20.9, R07.4, R53, J18.9. The top diagnoses (R05, J06.9, R50.9, J20, J30.2) are clinically relevant given non-specific symptoms. However, the theme itself is broad, and the diagnoses are somewhat heterogeneous. The high confidence (0.85) and the fact that the code is present in the rules support the plausibility. The diagnosis cohort safety is considered 'conditional_only' because the non-specific nature requires careful clinical judgment. The mapping assessment is 'not_needed' as the code is directly linked to the theme. Given the high confidence and plausible diagnoses, the recommendation is to send this to a human expert for priority review (eligible_for_human_expert_fast_track=true). The prefixes to keep under manual review (R05, J06, R50, J20, J30) are those representing the most frequent symptom categories or specific conditions identified within the non-specific symptom theme, requiring expert validation.","False","False","False"
"rr_medgemma_0023_905671","43","905671","sut_6_digit","present_in_rules_by_sut_code","obstetric_pregnancy","3009","0.29512543","low","medium","manual_review_policy_observation","completed","plausible","keep_manual_review","not_needed","0.75","False","keep_manual_review_observation","keep_manual_review_observation","R68;E55;N39;R10;Z00;R11;J06;R50;N30","R68;E55;N39;R10;Z00","Specificity of diagnosis codes within the top diagnoses.;Context of diagnoses (e.g., inpatient vs. outpatient, specific pregnancy stage).;Prevalence of these diagnoses in the target population.","The top diagnoses are broad (e.g., R68 - Symptoms/signs involving the circulatory and respiratory systems, E55 - Iron deficiency anemia, N39 - Disorders of the urinary tract).;The clinical theme is obstetric pregnancy, but the top diagnoses are not exclusively pregnancy-related or specific to pregnancy complications.;The diagnosis distribution might be skewed by the data source or coding practices.;The 'review_required' status in the runtime rules suggests potential policy concerns or ambiguity.","The candidate code (905671) maps to a set of diagnoses (R68, E55.9, N39.0, R10.4, Z00.0, Z33, R11, J06.9, R50.9, N30.0) which are clinically plausible in the context of obstetric pregnancy, although many are non-specific symptoms or conditions. The top diagnoses cover a range of symptom/finding codes, genitourinary issues, and endocrine/metabolic conditions. The distribution is relatively broad, with no single diagnosis dominating significantly (top share ~16.5%). The runtime rules flag this for review. Given the broad nature of the top diagnoses and the existing 'review_required' status, keeping manual review for observation is recommended to monitor for potential drift or unintended consequences before considering policy changes. The diagnoses are generally plausible, but the lack of specificity and the mix of pregnancy-related and non-specific codes warrant caution. Mapping assessment is 'not_needed' as the current codes are directly present in the rules.","False","False","False"
